prot1,prot2,int_prob,model_label,ppi,is_homo,non_struct_label,str_label,nonstr_label_name,str_label_name
O15235,Q8N983,0.8259836435317993,1,O15235:Q8N983,False,-1,0,unclear (exclude for analysis),no physical interaction
O15235,Q9BYD6,0.7200273871421814,1,O15235:Q9BYD6,False,-1,0,unclear (exclude for analysis),no physical interaction
O15255,Q9Y478,0.0769937485456466,0,O15255:Q9Y478,False,0,-1,non-interacting pairs,not found in same PDB complex
O15379,P07360,0.2276071012020111,0,O15379:P07360,False,0,-1,non-interacting pairs,not found in same PDB complex
O15514,P19388,0.7009585499763489,1,O15514:P19388,False,1,0,HINT-binary-HQ-LC,no physical interaction
O43181,P14927,0.7639763951301575,1,O43181:P14927,False,-1,0,unclear (exclude for analysis),no physical interaction
O43447,P62316,0.7889439463615417,1,O43447:P62316,False,-1,0,unclear (exclude for analysis),no physical interaction
O43447,Q9Y333,0.7848024368286133,1,O43447:Q9Y333,False,-1,0,unclear (exclude for analysis),no physical interaction
O43583,P08708,0.4174304902553558,0,O43583:P08708,False,-1,0,unclear (exclude for analysis),no physical interaction
O43583,P62277,0.5627338290214539,1,O43583:P62277,False,-1,0,unclear (exclude for analysis),no physical interaction
O43583,P63220,0.23928302526474,0,O43583:P63220,False,-1,1,unclear (exclude for analysis),direct physical interaction
O43674,O43677,0.686327338218689,1,O43674:O43677,False,-1,0,unclear (exclude for analysis),no physical interaction
O43676,O75251,0.6550155878067017,1,O43676:O75251,False,-1,0,unclear (exclude for analysis),no physical interaction
O43676,Q9NX14,0.5118403434753418,1,O43676:Q9NX14,False,-1,0,unclear (exclude for analysis),no physical interaction
O43677,P31930,0.792556881904602,1,O43677:P31930,False,-1,0,unclear (exclude for analysis),no physical interaction
O43678,O95298,0.7807817459106445,1,O43678:O95298,False,-1,0,unclear (exclude for analysis),no physical interaction
O43678,P03905,0.6798154711723328,1,O43678:P03905,False,-1,0,unclear (exclude for analysis),no physical interaction
O43678,P56181,0.7350616455078125,1,O43678:P56181,False,-1,0,unclear (exclude for analysis),no physical interaction
O43768,P25686,0.0861695185303688,0,O43768:P25686,False,0,-1,non-interacting pairs,not found in same PDB complex
O43809,Q12908,0.143577829003334,0,O43809:Q12908,False,0,-1,non-interacting pairs,not found in same PDB complex
O43908,Q9HBM6,0.498974084854126,0,O43908:Q9HBM6,False,0,-1,non-interacting pairs,not found in same PDB complex
O43920,P47985,0.6855967044830322,1,O43920:P47985,False,-1,0,unclear (exclude for analysis),no physical interaction
O43921,O43921,0.7311846613883972,1,O43921:O43921,True,0,0,non-interacting pairs,no physical interaction
O60234,Q9UIR0,0.200375884771347,0,O60234:Q9UIR0,False,0,-1,non-interacting pairs,not found in same PDB complex
O60784,P0DM35,0.0003224162792321,0,O60784:P0DM35,False,0,-1,non-interacting pairs,not found in same PDB complex
O60869,Q9NX58,0.4992809891700744,0,O60869:Q9NX58,False,-1,0,unclear (exclude for analysis),no physical interaction
O60880,Q5VUJ9,0.4988749027252197,0,O60880:Q5VUJ9,False,0,-1,non-interacting pairs,not found in same PDB complex
O75251,Q9NUD7,0.2497860491275787,0,O75251:Q9NUD7,False,0,-1,non-interacting pairs,not found in same PDB complex
O75347,P00739,0.4989238679409027,0,O75347:P00739,False,0,-1,non-interacting pairs,not found in same PDB complex
O75380,Q9Y6M9,0.7982243895530701,1,O75380:Q9Y6M9,False,-1,0,unclear (exclude for analysis),no physical interaction
O75394,Q8TCC3,0.7369763255119324,1,O75394:Q8TCC3,False,-1,0,unclear (exclude for analysis),no physical interaction
O75409,Q8ND90,0.4990143775939941,0,O75409:Q8ND90,False,0,-1,non-interacting pairs,not found in same PDB complex
O75438,O95167,0.7584971189498901,1,O75438:O95167,False,-1,0,unclear (exclude for analysis),no physical interaction
O75438,P14927,0.6257509589195251,1,O75438:P14927,False,-1,0,unclear (exclude for analysis),no physical interaction
O75452,P62913,0.24766306579113,0,O75452:P62913,False,0,-1,non-interacting pairs,not found in same PDB complex
O75493,Q9NQ39,0.1468167603015899,0,O75493:Q9NQ39,False,0,-1,non-interacting pairs,not found in same PDB complex
O75503,Q8N7P3,0.2593364417552948,0,O75503:Q8N7P3,False,0,-1,non-interacting pairs,not found in same PDB complex
O75586,Q13503,0.7076599597930908,1,O75586:Q13503,False,1,0,HINT-binary-HQ-LC,no physical interaction
O75935,Q9UKA8,0.4991044998168945,0,O75935:Q9UKA8,False,0,-1,non-interacting pairs,not found in same PDB complex
O75964,P18859,0.7727712988853455,1,O75964:P18859,False,-1,0,unclear (exclude for analysis),no physical interaction
O75971,Q5TZK3,3.88132939406205e-05,0,O75971:Q5TZK3,False,0,-1,non-interacting pairs,not found in same PDB complex
O76076,O95416,0.1150014698505401,0,O76076:O95416,False,0,-1,non-interacting pairs,not found in same PDB complex
O95006,Q96DZ7,0.4994210302829742,0,O95006:Q96DZ7,False,0,-1,non-interacting pairs,not found in same PDB complex
O95059,Q7Z5A4,0.4989114105701446,0,O95059:Q7Z5A4,False,0,-1,non-interacting pairs,not found in same PDB complex
O95139,P03901,0.7415720224380493,1,O95139:P03901,False,-1,0,unclear (exclude for analysis),no physical interaction
O95178,P03886,0.5607180595397949,1,O95178:P03886,False,-1,0,unclear (exclude for analysis),no physical interaction
O95178,P14927,0.6233886480331421,1,O95178:P14927,False,-1,0,unclear (exclude for analysis),no physical interaction
O95182,P51970,0.8093165755271912,1,O95182:P51970,False,-1,0,unclear (exclude for analysis),no physical interaction
O95298,P22695,0.8412945866584778,1,O95298:P22695,False,-1,0,unclear (exclude for analysis),no physical interaction
O95371,P01282,2.1309073417796757e-05,0,O95371:P01282,False,0,-1,non-interacting pairs,not found in same PDB complex
O95429,Q8TBR4,0.4993999898433685,0,O95429:Q8TBR4,False,0,-1,non-interacting pairs,not found in same PDB complex
O95478,P35268,0.6843916773796082,1,O95478:P35268,False,-1,0,unclear (exclude for analysis),no physical interaction
O95478,P40429,0.7263088822364807,1,O95478:P40429,False,-1,0,unclear (exclude for analysis),no physical interaction
O95630,P61968,0.0930407047271728,0,O95630:P61968,False,0,-1,non-interacting pairs,not found in same PDB complex
O95777,P14678,0.5985057353973389,1,O95777:P14678,False,1,0,HINT-binary-HQ-LC,no physical interaction
O95777,Q9BWJ5,0.7615638971328735,1,O95777:Q9BWJ5,False,-1,0,unclear (exclude for analysis),no physical interaction
O95813,P27105,0.1840719282627105,0,O95813:P27105,False,0,-1,non-interacting pairs,not found in same PDB complex
O95825,Q5T2L2,0.7461307644844055,1,O95825:Q5T2L2,False,0,-1,non-interacting pairs,not found in same PDB complex
O95931,Q7RTU0,3.678747088997625e-05,0,O95931:Q7RTU0,False,0,-1,non-interacting pairs,not found in same PDB complex
O95931,Q8NFH5,0.0022684645373374,0,O95931:Q8NFH5,False,0,-1,non-interacting pairs,not found in same PDB complex
O95995,P01591,0.4994680285453796,0,O95995:P01591,False,0,-1,non-interacting pairs,not found in same PDB complex
P00156,P56556,0.6953307390213013,1,P00156:P56556,False,-1,0,unclear (exclude for analysis),no physical interaction
P00414,Q9Y3C1,0.0966733321547508,0,P00414:Q9Y3C1,False,0,-1,non-interacting pairs,not found in same PDB complex
P00995,Q9UJK0,0.4984061419963836,0,P00995:Q9UJK0,False,0,-1,non-interacting pairs,not found in same PDB complex
P01178,P62873,0.07823446393013,0,P01178:P62873,False,0,0,non-interacting pairs,no physical interaction
P01185,P47881,4.883564542979002e-06,0,P01185:P47881,False,0,-1,non-interacting pairs,not found in same PDB complex
P01215,Q9BYD6,0.4989513754844665,0,P01215:Q9BYD6,False,0,-1,non-interacting pairs,not found in same PDB complex
P01270,P55344,0.2616786956787109,0,P01270:P55344,False,0,-1,non-interacting pairs,not found in same PDB complex
P01270,Q9BRJ6,0.4982262551784515,0,P01270:Q9BRJ6,False,0,-1,non-interacting pairs,not found in same PDB complex
P01344,P01344,0.6896279454231262,1,P01344:P01344,True,0,0,non-interacting pairs,no physical interaction
P01709,Q9BWQ6,0.4990013241767883,0,P01709:Q9BWQ6,False,0,-1,non-interacting pairs,not found in same PDB complex
P01834,P40259,0.5091656446456909,1,P01834:P40259,False,0,0,non-interacting pairs,no physical interaction
P01889,Q9Y3D9,0.1119662374258041,0,P01889:Q9Y3D9,False,0,-1,non-interacting pairs,not found in same PDB complex
P03897,P56181,0.5987956523895264,1,P03897:P56181,False,-1,0,unclear (exclude for analysis),no physical interaction
P03923,Q86Y39,0.5753111243247986,1,P03923:Q86Y39,False,-1,0,unclear (exclude for analysis),no physical interaction
P04085,Q9NQS1,0.0340715758502483,0,P04085:Q9NQS1,False,0,-1,non-interacting pairs,not found in same PDB complex
P04271,Q9NZF1,0.000411779154092,0,P04271:Q9NZF1,False,0,-1,non-interacting pairs,not found in same PDB complex
P05386,P25398,0.7839975953102112,1,P05386:P25398,False,-1,0,unclear (exclude for analysis),no physical interaction
P05386,P46779,0.7056119441986084,1,P05386:P46779,False,-1,0,unclear (exclude for analysis),no physical interaction
P05387,Q9Y3U8,0.6797378659248352,1,P05387:Q9Y3U8,False,-1,0,unclear (exclude for analysis),no physical interaction
P05388,P62861,0.7956011891365051,1,P05388:P62861,False,-1,0,unclear (exclude for analysis),no physical interaction
P06028,Q5VSY0,0.2495966553688049,0,P06028:Q5VSY0,False,0,-1,non-interacting pairs,not found in same PDB complex
P06870,Q5VZQ5,0.4992031157016754,0,P06870:Q5VZQ5,False,0,-1,non-interacting pairs,not found in same PDB complex
P07438,Q96PL1,9.40253448789008e-06,0,P07438:Q96PL1,False,0,-1,non-interacting pairs,not found in same PDB complex
P07998,Q96GA3,0.1309628039598465,0,P07998:Q96GA3,False,0,-1,non-interacting pairs,not found in same PDB complex
P08034,Q9H7P6,0.0731573551893234,0,P08034:Q9H7P6,False,0,-1,non-interacting pairs,not found in same PDB complex
P08294,Q9BVG4,0.2506872117519378,0,P08294:Q9BVG4,False,0,-1,non-interacting pairs,not found in same PDB complex
P08294,Q9UIY3,0.4994222223758697,0,P08294:Q9UIY3,False,0,-1,non-interacting pairs,not found in same PDB complex
P08579,Q9Y314,0.3329281508922577,0,P08579:Q9Y314,False,0,0,non-interacting pairs,no physical interaction
P08708,Q8N9N8,0.7584981918334961,1,P08708:Q8N9N8,False,-1,0,unclear (exclude for analysis),no physical interaction
P08949,P59768,0.4955215156078338,0,P08949:P59768,False,0,0,non-interacting pairs,no physical interaction
P09210,Q96L46,0.1297833919525146,0,P09210:Q96L46,False,0,-1,non-interacting pairs,not found in same PDB complex
P09382,Q92791,0.1683316379785537,0,P09382:Q92791,False,0,-1,non-interacting pairs,not found in same PDB complex
P09629,Q9Y2T2,0.3330965638160705,0,P09629:Q9Y2T2,False,0,-1,non-interacting pairs,not found in same PDB complex
P09661,Q9H5V9,0.1150635927915573,0,P09661:Q9H5V9,False,0,0,non-interacting pairs,no physical interaction
P0C1H6,P48304,0.2526892125606537,0,P0C1H6:P48304,False,0,-1,non-interacting pairs,not found in same PDB complex
P0CE72,Q9NPB6,0.2496089935302734,0,P0CE72:Q9NPB6,False,0,-1,non-interacting pairs,not found in same PDB complex
P0CG04,P0CG04,0.7343583106994629,0,P0CG04:P0CG04,True,0,0,non-interacting pairs,no physical interaction
P0CG32,P51157,0.483335018157959,0,P0CG32:P51157,False,0,-1,non-interacting pairs,not found in same PDB complex
P0DL12,Q2TAP0,0.4980805516242981,0,P0DL12:Q2TAP0,False,0,-1,non-interacting pairs,not found in same PDB complex
P0DM63,Q5VVC0,0.4993667304515838,0,P0DM63:Q5VVC0,False,0,-1,non-interacting pairs,not found in same PDB complex
P0DML3,Q8NBR0,0.1780475825071334,0,P0DML3:Q8NBR0,False,0,-1,non-interacting pairs,not found in same PDB complex
P0DPF6,Q8NGD1,0.4994022846221924,0,P0DPF6:Q8NGD1,False,0,-1,non-interacting pairs,not found in same PDB complex
P0DTL5,P48788,0.3330189287662506,0,P0DTL5:P48788,False,0,-1,non-interacting pairs,not found in same PDB complex
P10124,Q96ET8,0.0926464051008224,0,P10124:Q96ET8,False,0,-1,non-interacting pairs,not found in same PDB complex
P10147,Q9HBV2,0.0107410615310072,0,P10147:Q9HBV2,False,0,-1,non-interacting pairs,not found in same PDB complex
P10301,Q7L266,0.4994128346443176,0,P10301:Q7L266,False,0,-1,non-interacting pairs,not found in same PDB complex
P10914,Q9NZH6,0.4994409382343292,0,P10914:Q9NZH6,False,0,-1,non-interacting pairs,not found in same PDB complex
P11836,Q9H9Q4,0.1666811257600784,0,P11836:Q9H9Q4,False,0,-1,non-interacting pairs,not found in same PDB complex
P12074,P12074,0.4626738131046295,0,P12074:P12074,True,0,0,non-interacting pairs,no physical interaction
P14406,P14406,0.4396411776542663,0,P14406:P14406,True,0,0,non-interacting pairs,no physical interaction
P14927,P17568,0.6883033514022827,1,P14927:P17568,False,-1,0,unclear (exclude for analysis),no physical interaction
P14927,P49821,0.6874210238456726,1,P14927:P49821,False,-1,0,unclear (exclude for analysis),no physical interaction
P15407,P40261,0.4994451701641083,0,P15407:P40261,False,0,-1,non-interacting pairs,not found in same PDB complex
P16410,Q8IUA0,0.2270684242248535,0,P16410:Q8IUA0,False,0,-1,non-interacting pairs,not found in same PDB complex
P16949,Q9BYS1,0.0083278780803084,0,P16949:Q9BYS1,False,0,-1,non-interacting pairs,not found in same PDB complex
P17096,Q9UNX3,0.3325830996036529,0,P17096:Q9UNX3,False,0,-1,non-interacting pairs,not found in same PDB complex
P17540,Q9BYW3,0.2504835724830627,0,P17540:Q9BYW3,False,0,-1,non-interacting pairs,not found in same PDB complex
P18077,P62847,0.6140315532684326,1,P18077:P62847,False,-1,0,unclear (exclude for analysis),no physical interaction
P18077,Q96IQ7,0.0001526357373222,0,P18077:Q96IQ7,False,0,-1,non-interacting pairs,not found in same PDB complex
P18124,P39019,0.7779197692871094,1,P18124:P39019,False,-1,0,unclear (exclude for analysis),no physical interaction
P18124,P61513,0.7637039422988892,1,P18124:P61513,False,-1,0,unclear (exclude for analysis),no physical interaction
P18124,Q9Y3C1,0.7722431421279907,1,P18124:Q9Y3C1,False,0,0,non-interacting pairs,no physical interaction
P18621,P32969,0.8041442036628723,1,P18621:P32969,False,-1,0,unclear (exclude for analysis),no physical interaction
P18621,P46781,0.7816163301467896,1,P18621:P46781,False,-1,0,unclear (exclude for analysis),no physical interaction
P18621,Q9Y3U8,0.7531226277351379,1,P18621:Q9Y3U8,False,-1,0,unclear (exclude for analysis),no physical interaction
P19388,P52435,0.8290146589279175,1,P19388:P52435,False,1,0,HINT-binary-HQ-LC,no physical interaction
P19388,Q9BQY9,0.4992607533931732,0,P19388:Q9BQY9,False,0,-1,non-interacting pairs,not found in same PDB complex
P19388,Q9H944,0.5942897796630859,1,P19388:Q9H944,False,-1,0,unclear (exclude for analysis),no physical interaction
P20290,Q9H5J4,0.0516872778534889,0,P20290:Q9H5J4,False,0,-1,non-interacting pairs,not found in same PDB complex
P20338,Q9UJQ7,0.498871773481369,0,P20338:Q9UJQ7,False,0,-1,non-interacting pairs,not found in same PDB complex
P21453,Q86VG3,0.1010049432516098,0,P21453:Q86VG3,False,0,-1,non-interacting pairs,not found in same PDB complex
P22087,Q9BVJ7,3.377479879418388e-05,0,P22087:Q9BVJ7,False,0,-1,non-interacting pairs,not found in same PDB complex
P22674,Q9NNZ6,0.4989120364189148,0,P22674:Q9NNZ6,False,0,-1,non-interacting pairs,not found in same PDB complex
P22676,Q8IWL8,0.4989127814769745,0,P22676:Q8IWL8,False,0,-1,non-interacting pairs,not found in same PDB complex
P23396,P46776,0.8463215827941895,1,P23396:P46776,False,-1,0,unclear (exclude for analysis),no physical interaction
P23396,P61353,0.7885599136352539,1,P23396:P61353,False,-1,0,unclear (exclude for analysis),no physical interaction
P23396,P61513,0.7794630527496338,1,P23396:P61513,False,-1,0,unclear (exclude for analysis),no physical interaction
P24855,Q5J8M3,0.1323404312133789,0,P24855:Q5J8M3,False,0,-1,non-interacting pairs,not found in same PDB complex
P25024,Q86X83,0.1672751456499099,0,P25024:Q86X83,False,0,-1,non-interacting pairs,not found in same PDB complex
P25189,Q8TDB4,0.1679862141609192,0,P25189:Q8TDB4,False,0,-1,non-interacting pairs,not found in same PDB complex
P25398,P63244,0.8334404826164246,1,P25398:P63244,False,1,0,HINT-binary-HQ-LC,no physical interaction
P25398,P84098,0.8222941160202026,1,P25398:P84098,False,-1,0,unclear (exclude for analysis),no physical interaction
P25398,Q96L21,0.8136099576950073,1,P25398:Q96L21,False,-1,0,unclear (exclude for analysis),no physical interaction
P26373,P84098,0.6946746706962585,1,P26373:P84098,False,1,0,HINT-binary-HQ-LC,no physical interaction
P26842,Q8N912,0.3627369701862335,0,P26842:Q8N912,False,0,-1,non-interacting pairs,not found in same PDB complex
P27449,Q16864,0.0383143238723278,0,P27449:Q16864,False,-1,0,unclear (exclude for analysis),no physical interaction
P27469,Q9HDC9,0.4991026520729065,0,P27469:Q9HDC9,False,0,-1,non-interacting pairs,not found in same PDB complex
P27635,P30050,0.8375590443611145,1,P27635:P30050,False,-1,0,unclear (exclude for analysis),no physical interaction
P28347,Q9NYZ1,0.0569123215973377,0,P28347:Q9NYZ1,False,0,-1,non-interacting pairs,not found in same PDB complex
P28845,Q8TDP1,0.4991925954818725,0,P28845:Q8TDP1,False,0,-1,non-interacting pairs,not found in same PDB complex
P29508,Q9NQG1,0.4988454282283783,0,P29508:Q9NQG1,False,0,-1,non-interacting pairs,not found in same PDB complex
P29972,Q16563,0.1062196046113967,0,P29972:Q16563,False,0,-1,non-interacting pairs,not found in same PDB complex
P30050,P50914,0.8484994769096375,1,P30050:P50914,False,-1,0,unclear (exclude for analysis),no physical interaction
P30050,Q9BRT6,0.1235589981079101,0,P30050:Q9BRT6,False,-1,0,unclear (exclude for analysis),no physical interaction
P30085,Q69YU5,0.4971392452716827,0,P30085:Q69YU5,False,0,-1,non-interacting pairs,not found in same PDB complex
P31151,P40306,0.4986256062984466,0,P31151:P40306,False,0,-1,non-interacting pairs,not found in same PDB complex
P32969,P42677,0.8162652254104614,1,P32969:P42677,False,-1,0,unclear (exclude for analysis),no physical interaction
P32969,P62750,0.0001298566057812,0,P32969:P62750,False,-1,0,unclear (exclude for analysis),no physical interaction
P35225,Q9NRD5,0.1100692227482795,0,P35225:Q9NRD5,False,0,-1,non-interacting pairs,not found in same PDB complex
P35227,P40305,0.0008620715234428,0,P35227:P40305,False,0,-1,non-interacting pairs,not found in same PDB complex
P35244,P59826,0.0266261417418718,0,P35244:P59826,False,0,-1,non-interacting pairs,not found in same PDB complex
P35452,Q96BF3,0.2000616788864135,0,P35452:Q96BF3,False,0,-1,non-interacting pairs,not found in same PDB complex
P35575,Q9P0P8,0.0393228717148304,0,P35575:Q9P0P8,False,0,-1,non-interacting pairs,not found in same PDB complex
P36954,P51946,0.7171221971511841,1,P36954:P51946,False,-1,0,unclear (exclude for analysis),no physical interaction
P37108,Q9Y5M8,0.7808780074119568,1,P37108:Q9Y5M8,False,-1,0,unclear (exclude for analysis),no physical interaction
P38117,Q16651,0.4995543956756592,0,P38117:Q16651,False,0,-1,non-interacting pairs,not found in same PDB complex
P40337,Q9NQ69,0.2091214954853058,0,P40337:Q9NQ69,False,0,-1,non-interacting pairs,not found in same PDB complex
P40429,P62263,0.7881268262863159,1,P40429:P62263,False,-1,0,unclear (exclude for analysis),no physical interaction
P40429,P62861,0.8125401735305786,1,P40429:P62861,False,-1,0,unclear (exclude for analysis),no physical interaction
P40429,Q96EY4,0.3805801570415497,0,P40429:Q96EY4,False,-1,0,unclear (exclude for analysis),no physical interaction
P40617,Q6UWT4,0.4978106915950775,0,P40617:Q6UWT4,False,0,-1,non-interacting pairs,not found in same PDB complex
P41223,P62314,0.7572935223579407,1,P41223:P62314,False,-1,0,unclear (exclude for analysis),no physical interaction
P41223,Q9H5V9,0.5808751583099365,1,P41223:Q9H5V9,False,0,0,non-interacting pairs,no physical interaction
P41732,Q96C74,0.0582286044955253,0,P41732:Q96C74,False,0,-1,non-interacting pairs,not found in same PDB complex
P42677,P62841,0.7683026194572449,1,P42677:P62841,False,-1,0,unclear (exclude for analysis),no physical interaction
P42677,Q8N9N8,0.7818317413330078,1,P42677:Q8N9N8,False,-1,0,unclear (exclude for analysis),no physical interaction
P42677,Q9ULC4,0.3395524621009826,0,P42677:Q9ULC4,False,-1,0,unclear (exclude for analysis),no physical interaction
P42766,P62273,0.556162416934967,1,P42766:P62273,False,-1,0,unclear (exclude for analysis),no physical interaction
P42766,P63241,4.844119030167349e-05,0,P42766:P63241,False,-1,-1,unclear (exclude for analysis),not found in same PDB complex
P43320,Q9NQ25,0.499417781829834,0,P43320:Q9NQ25,False,0,-1,non-interacting pairs,not found in same PDB complex
P43657,Q92913,0.0678409487009048,0,P43657:Q92913,False,0,-1,non-interacting pairs,not found in same PDB complex
P46695,Q9H5F2,0.1279443502426147,0,P46695:Q9H5F2,False,0,-1,non-interacting pairs,not found in same PDB complex
P46695,Q9P1W9,0.201364204287529,0,P46695:Q9P1W9,False,0,-1,non-interacting pairs,not found in same PDB complex
P46776,P63220,0.6393669843673706,1,P46776:P63220,False,-1,0,unclear (exclude for analysis),no physical interaction
P46777,P61254,0.8607423901557922,1,P46777:P61254,False,-1,0,unclear (exclude for analysis),no physical interaction
P46778,P61313,0.7831800580024719,1,P46778:P61313,False,-1,0,unclear (exclude for analysis),no physical interaction
P46778,P62249,0.0055854674428701,0,P46778:P62249,False,-1,0,unclear (exclude for analysis),no physical interaction
P46778,P62273,0.6638418436050415,1,P46778:P62273,False,-1,0,unclear (exclude for analysis),no physical interaction
P46778,Q9UNZ5,0.1611609905958175,0,P46778:Q9UNZ5,False,0,0,non-interacting pairs,no physical interaction
P46779,P62854,0.687835693359375,1,P46779:P62854,False,-1,0,unclear (exclude for analysis),no physical interaction
P46779,P62913,0.7414768934249878,1,P46779:P62913,False,1,0,HINT-binary-HQ-LC,no physical interaction
P46781,P62851,0.8325709700584412,1,P46781:P62851,False,-1,0,unclear (exclude for analysis),no physical interaction
P46782,P62266,0.75494384765625,1,P46782:P62266,False,-1,1,unclear (exclude for analysis),direct physical interaction
P46782,P62861,0.8002147078514099,1,P46782:P62861,False,-1,0,unclear (exclude for analysis),no physical interaction
P46782,P62945,0.0002115608222084,0,P46782:P62945,False,-1,0,unclear (exclude for analysis),no physical interaction
P46782,P83731,0.8101918697357178,1,P46782:P83731,False,-1,0,unclear (exclude for analysis),no physical interaction
P46783,P62081,0.7863500714302063,1,P46783:P62081,False,-1,0,unclear (exclude for analysis),no physical interaction
P46783,P62906,0.8493713140487671,1,P46783:P62906,False,-1,0,unclear (exclude for analysis),no physical interaction
P47813,P62851,0.7920038104057312,1,P47813:P62851,False,-1,0,unclear (exclude for analysis),no physical interaction
P47881,Q3ZCQ2,0.4993487596511841,0,P47881:Q3ZCQ2,False,0,-1,non-interacting pairs,not found in same PDB complex
P47914,P62857,0.7442620992660522,1,P47914:P62857,False,-1,0,unclear (exclude for analysis),no physical interaction
P48448,Q9Y421,9.898074495140465e-06,0,P48448:Q9Y421,False,0,-1,non-interacting pairs,not found in same PDB complex
P48729,Q9UI30,0.4779168665409088,0,P48729:Q9UI30,False,-1,0,unclear (exclude for analysis),no physical interaction
P48742,Q13519,0.4994445145130157,0,P48742:Q13519,False,0,-1,non-interacting pairs,not found in same PDB complex
P49006,Q16778,0.4983532726764679,0,P49006:Q16778,False,0,-1,non-interacting pairs,not found in same PDB complex
P49207,P62854,0.8171563148498535,1,P49207:P62854,False,-1,0,unclear (exclude for analysis),no physical interaction
P49411,Q9BQC6,0.825380265712738,1,P49411:Q9BQC6,False,-1,0,unclear (exclude for analysis),no physical interaction
P49639,Q9Y6Y9,0.4685884118080139,0,P49639:Q9Y6Y9,False,0,-1,non-interacting pairs,not found in same PDB complex
P49888,Q9NX31,0.2509238719940185,0,P49888:Q9NX31,False,0,-1,non-interacting pairs,not found in same PDB complex
P49901,Q8N831,0.499148428440094,0,P49901:Q8N831,False,0,-1,non-interacting pairs,not found in same PDB complex
P50151,Q8N511,0.4973757565021515,0,P50151:Q8N511,False,0,-1,non-interacting pairs,not found in same PDB complex
P50914,P62913,0.8355478048324585,1,P50914:P62913,False,1,0,HINT-binary-HQ-LC,no physical interaction
P51460,Q9Y651,0.4989208877086639,0,P51460:Q9Y651,False,0,-1,non-interacting pairs,not found in same PDB complex
P51571,P60059,0.6535130739212036,1,P51571:P60059,False,-1,0,unclear (exclude for analysis),no physical interaction
P51580,Q9UJN7,0.499548077583313,0,P51580:Q9UJN7,False,0,-1,non-interacting pairs,not found in same PDB complex
P51948,Q6ZYL4,0.679226815700531,1,P51948:Q6ZYL4,False,-1,0,unclear (exclude for analysis),no physical interaction
P52298,Q9BZL1,0.2006604224443435,0,P52298:Q9BZL1,False,-1,0,unclear (exclude for analysis),no physical interaction
P52435,Q6ZYL4,0.7536329030990601,1,P52435:Q6ZYL4,False,-1,0,unclear (exclude for analysis),no physical interaction
P52657,Q9BTT4,0.57851243019104,1,P52657:Q9BTT4,False,-1,0,unclear (exclude for analysis),no physical interaction
P55769,Q96NC0,0.8260427713394165,1,P55769:Q96NC0,False,-1,0,unclear (exclude for analysis),no physical interaction
P55769,Q9Y333,0.7546802163124084,1,P55769:Q9Y333,False,-1,0,unclear (exclude for analysis),no physical interaction
P56181,Q9UI09,0.7909331917762756,1,P56181:Q9UI09,False,1,0,HINT-binary-HQ-LC,no physical interaction
P56537,P62888,0.8606834411621094,1,P56537:P62888,False,-1,0,unclear (exclude for analysis),no physical interaction
P56537,P62910,0.8379296660423279,1,P56537:P62910,False,-1,0,unclear (exclude for analysis),no physical interaction
P56747,Q9BWQ8,0.1755884885787964,0,P56747:Q9BWQ8,False,0,-1,non-interacting pairs,not found in same PDB complex
P56750,Q9Y2D2,0.146232470870018,0,P56750:Q9Y2D2,False,0,-1,non-interacting pairs,not found in same PDB complex
P56856,Q86YD5,0.0224484968930482,0,P56856:Q86YD5,False,0,-1,non-interacting pairs,not found in same PDB complex
P57054,Q99697,0.4992172420024872,0,P57054:Q99697,False,0,-1,non-interacting pairs,not found in same PDB complex
P58294,Q99551,0.4990685880184173,0,P58294:Q99551,False,0,-1,non-interacting pairs,not found in same PDB complex
P59538,Q86Y79,0.1669224053621292,0,P59538:Q86Y79,False,0,-1,non-interacting pairs,not found in same PDB complex
P59768,Q6PIZ9,0.4969502985477447,0,P59768:Q6PIZ9,False,0,-1,non-interacting pairs,not found in same PDB complex
P60059,P62424,0.6416419148445129,1,P60059:P62424,False,-1,0,unclear (exclude for analysis),no physical interaction
P60059,Q96L21,0.6724140048027039,1,P60059:Q96L21,False,-1,0,unclear (exclude for analysis),no physical interaction
P60468,P62424,0.7980711460113525,1,P60468:P62424,False,-1,0,unclear (exclude for analysis),no physical interaction
P60468,P62891,0.7045167088508606,1,P60468:P62891,False,-1,0,unclear (exclude for analysis),no physical interaction
P60468,P62987,0.8212763667106628,1,P60468:P62987,False,-1,0,unclear (exclude for analysis),no physical interaction
P60484,Q86X19,0.0732728168368339,0,P60484:Q86X19,False,0,-1,non-interacting pairs,not found in same PDB complex
P60763,Q15532,0.1568229347467422,0,P60763:Q15532,False,0,-1,non-interacting pairs,not found in same PDB complex
P60983,Q9Y240,0.2496969848871231,0,P60983:Q9Y240,False,0,-1,non-interacting pairs,not found in same PDB complex
P61077,Q86SE9,0.7305586934089661,1,P61077:Q86SE9,False,-1,0,unclear (exclude for analysis),no physical interaction
P61165,P61803,0.7299374341964722,1,P61165:P61803,False,-1,0,unclear (exclude for analysis),no physical interaction
P61247,P61247,0.7936516404151917,1,P61247:P61247,True,0,0,non-interacting pairs,no physical interaction
P61247,P62829,0.8158964514732361,1,P61247:P62829,False,-1,0,unclear (exclude for analysis),no physical interaction
