ppi,has_templates,pident,fident,evalue,bits
G0RYF6:G0S2U4,1,93.1,0.931,1.1712e-43,2285.5
G0RYF6:G0S872,1,91.05000000000001,0.9105,9.77e-45,4019.5
G0RYF6:G0SGM0,1,95.1,0.9510000000000001,4.145e-19,1480.5
G0RYF6:G0SGY2,1,96.95,0.9695,2.0827e-43,2032.5
G0RYX2:G0RZL4,1,96.55,0.9655,6.14e-15,1557.0
G0RZ99:G0S387,1,89.8,0.898,1.2335e-32,2350.0
G0RZ99:G0SF93,1,98.15,0.9815,1.1475e-67,4153.0
G0RZB3:G0S0N0,0,0.0,0.0,0.0,0.0
G0RZB3:G0S2K4,0,0.0,0.0,0.0,0.0
G0RZB5:G0RZB5,1,95.3,0.953,9.004500000000001e-26,1071.0
G0RZB5:G0S709,1,91.85,0.9185,1.4345e-26,2530.5
G0RZL4:G0S6J7,1,97.75,0.9775,8.335e-09,1423.0
G0RZL4:G0SDW0,1,76.0,0.76,1.0685000000000001e-42,2316.5
G0RZL4:G0SEI5,1,92.4,0.9239999999999999,1.0015e-42,2849.5
G0RZL9:G0S9M9,1,58.65,0.5865,3.0990085000000005e-08,503.5
G0RZL9:G0SF93,1,98.85,0.9884999999999999,2.3035e-15,3079.5
G0S0B4:G0S0B4,1,47.25,0.4725,2.7235e-41,1816.0
G0S0B4:G0S6Y2,1,66.05000000000001,0.6605,8.025e-40,2199.5
G0S0B5:G0SH41,1,97.9,0.979,3.01900000009565e-15,909.0
G0S0E6:G0S0E6,1,62.05,0.6205,2.3209999999999998e-35,1794.5
G0S0E6:G0S709,1,100.0,1.0,9.21e-28,1963.5
G0S0E6:G0SH11,1,65.65,0.6565,7.395e-07,1325.0
G0S0Z4:G0S7Z2,1,89.25,0.8925000000000001,2.17250000655e-12,702.5
G0S0Z4:G0SE30,1,88.45,0.8845000000000001,5.140000000706999e-10,611.5
G0S0Z4:G0SG51,1,55.85,0.5585,2.8125000000000065e-06,635.5
G0S0Z4:G0SGM0,1,58.45,0.5845,0.00013855,641.0
G0S1A6:P0CU28,1,100.0,1.0,9.055e-16,1146.0
G0S1Z0:G0SBR7,1,92.1,0.921,7.7400010795e-22,1072.5
G0S1Z0:G0SEI5,1,55.8,0.5579999999999999,2.23800000010795e-18,1065.0
G0S273:G0S273,1,71.6,0.716,3.130004e-64,3205.0
G0S273:G0S445,1,77.7,0.7769999999999999,8.955e-90,4550.5
G0S273:G0S902,1,53.75,0.5375,4.8725e-36,2748.5
G0S2E0:G0S7T8,1,49.349999999999994,0.4935,5.125e-32,1799.5
G0S2E0:G0SG95,1,56.6,0.566,6.34e-12,2905.0
G0S2U4:G0S387,1,59.8,0.5980000000000001,2.77200000012335e-22,1482.5
G0S2U4:G0SGY2,1,96.15,0.9615,3.0585000000000003e-43,1993.0
G0S3V7:G0S7T8,1,59.25,0.5925,1.4855e-09,958.5
G0S445:G0S4E3,1,85.45,0.8545,1.5115e-17,2698.5
G0S6M7:G0SCM5,1,96.15,0.9615,5.91e-70,4212.5
G0S7T8:G0SFL1,1,100.0,1.0,6.430000000000001e-21,1147.0
G0S7T8:G0SG95,1,90.9,0.909,6.31e-37,2931.0
G0S7Z2:G0SG51,1,45.1,0.451,2.8125021725e-06,422.0
G0S872:G0SBN9,1,84.94999999999999,0.8494999999999999,1.594e-59,4028.0
G0S872:G0SF93,1,93.6,0.9359999999999999,0.0,5687.0
G0SBN9:G0SCS8,1,80.9,0.8089999999999999,1.1455e-61,3593.5
G0SBR7:G0SF93,1,56.35,0.5635,2.9756496999999996e-20,977.0
G0SCK6:G0SCK6,1,54.650000000000006,0.5465,6.095e-17,1594.5
G0SCK6:G0SFB5,1,96.35,0.9635,6.2150000000000045e-55,2763.5
G0SCM5:G0SCM5,1,91.25,0.9125000000000001,1.1656500000000002e-72,3528.0
G0SCS8:G0SCT7,1,86.35,0.8634999999999999,6.098085e-89,4508.5
G0SCS8:P0CT47,1,48.050000000000004,0.4805,9.915e-10,2468.5
G0SCT7:G0SGY2,1,93.65,0.9365,1.985e-43,3153.5
G0SDL4:G0SF93,1,60.6,0.6060000000000001,2.3955e-18,2430.0
G0SE90:G0SF93,1,99.5,0.995,3.8635e-49,3795.0
G0SET4:G0SET4,1,98.15,0.9815,1.768e-05,304.0
G0SET4:G0SG92,1,96.7,0.9670000000000001,1.21938995e-23,1093.0
G0SF93:G0SG95,1,96.5,0.9650000000000001,7.2875e-13,660.5
G0SFL1:G0SG95,1,90.9,0.909,6.43e-21,2602.0
G0SG92:G0SG92,1,11.05,0.1105,0.00019715,242.5
G0SH11:G0SH11,1,100.0,1.0,3.06850009505e-12,818.5
G0SH41:G0SH41,1,100.0,1.0,3.1255e-18,870.5
G0YZJ9:G0YZK0,0,0.0,0.0,0.0,0.0
G0YZK0:G0YZK0,0,0.0,0.0,0.0,0.0
G1SED9:G1SLC2,1,98.9,0.989,1.684000000000221e-24,1424.5
G1SED9:G1SUC8,1,98.9,0.989,1.68400013005e-24,1562.0
G1SED9:G1T3L2,1,98.0,0.98,8.712e-24,1281.5
G1SED9:U3KNL5,1,98.9,0.989,1.684000000000221e-24,1424.5
G1SF08:G1SKF7,1,100.0,1.0,9.5750000010795e-17,921.0
G1SF08:G1TG04,1,95.75,0.9575,9.575002838e-17,851.5
G1SFR8:G1T168,1,100.0,1.0,2.989511285e-13,621.0
G1SFR8:G1TPV3,1,100.0,1.0,8.73511285e-14,624.5
G1SGR6:G1SHQ2,1,94.75,0.9475,1.1940000000000036e-12,756.5
G1SGR6:G1SV32,1,90.7,0.907,3.988e-05,735.0
G1SGX4:G1TFM5,1,100.0,1.0,4.30405e-21,938.5
G1SGX4:U3KMN4,1,100.0,1.0,3.2900499999999996e-21,930.5
G1SHQ2:G1SV32,1,98.19999999999999,0.982,3.5930000535e-27,1196.5
G1SHQ2:G1SYJ6,1,98.69999999999999,0.987,6.51e-21,1293.0
G1SHQ2:G1TN82,1,94.3,0.9430000000000001,2.1480000000000038e-12,750.5
G1SHQ2:G1TUB1,1,97.3,0.973,3.59300010045e-27,1185.0
G1SIZ2:G1U7M4,1,100.0,1.0,1.2670000006125e-08,470.0
G1SKF7:G1SZ12,1,100.0,1.0,1.52400010795e-19,923.5
G1SKF7:G1U7L1,1,97.25,0.9724999999999999,4.46100032935e-12,645.0
G1SKF7:U3KNW6,1,100.0,1.0,1.49200010795e-19,923.5
G1SKZ8:G1TTQ5,1,87.44999999999999,0.8745,1.9115e-09,723.5
G1SLC2:G1U971,1,100.0,1.0,2.2115e-37,2182.0
G1SRA8:G1T2G4,1,93.9,0.9390000000000001,5.49e-32,1855.5
G1SS70:G1T1F0,1,97.95,0.9795,5.750000000010829e-23,1152.5
G1SS70:G1TFE8,1,97.0,0.97,3.03e-14,1019.0
G1SVW5:G1TUB1,1,96.75,0.9675,1.0045e-34,1781.0
G1SVW5:G1U7L1,1,98.25,0.9824999999999999,2.612e-20,1532.0
G1SWM1:G1TG89,1,97.0,0.97,2.265500000000004e-22,1200.0
G1SWM1:G1TM82,1,97.0,0.97,3.9135e-14,986.5
G1SWM1:G1TWL4,1,98.1,0.981,1.01085e-37,1502.5
G1SZ47:G1T8A2,0,0.0,0.0,0.0,0.0
G1SZ47:G1TRM4,1,98.7,0.987,1.36318685e-09,512.0
G1T0C1:G1TTQ5,1,83.8,0.838,2.6515e-09,857.5
G1T168:G1U7M4,1,100.0,1.0,1.3375187e-09,453.5
G1T1F0:G1TFE8,1,98.05000000000001,0.9804999999999999,7.2400000575e-15,740.5
G1T1F0:G1TIB4,1,100.0,1.0,3.6185000000000015e-09,697.5
G1T1F0:G1TN72,1,97.45,0.9744999999999999,5.75000000001701e-23,1153.0
G1T2G4:U3KMN4,1,58.65,0.5865,9.493499999999999e-22,1018.0
G1TDB3:G1TFM5,1,100.0,1.0,1.3665e-11,885.0
G1TDB3:G1TPG3,1,100.0,1.0,2.43900000003091e-11,660.0
G1TDB3:U3KMN4,1,100.0,1.0,1.3665e-11,877.0
G1TFM5:G1TIB4,1,100.0,1.0,1.599e-07,787.0
G1TG04:G1U7L1,1,92.5,0.925,4.461100099999999e-12,594.5
G1TG04:U3KNW6,1,95.75,0.9575,1.4922838e-19,854.0
G1TG89:G1TZ76,1,100.0,1.0,8.725000031034999e-11,623.0
G1TGI6:G1TM82,1,97.2,0.972,4.201e-13,938.5
G1TGI6:G1TU13,1,99.6,0.996,1.353e-18,1090.5
G1TIB4:U3KMN4,1,100.0,1.0,1.1390000000000289e-07,679.0
G1TJW1:G1TRM4,1,90.9,0.909,1.99950005185e-20,1003.0
G1TM82:G1TUT9,1,98.15,0.9815,3.9135e-14,987.0
G1TNM3:G1U7M4,1,100.0,1.0,4.625e-09,879.0
G1TPV3:G1U7M4,1,100.0,1.0,1.337506635e-09,455.0
G1TU13:G1TWL4,1,98.15,0.9815,1.353e-18,1105.5
G1TUN8:G1U7L1,1,99.15,0.9915,3.51850712e-16,736.5
G1TUT9:G1TWL4,1,97.19999999999999,0.972,1.0797500000000001e-37,1504.0
G1U437:G1U7L1,1,99.15,0.9915,3.51851124e-16,736.5
G1UBD1:G1UBD1,1,13.05,0.1305,0.00046659999999999996,254.5
G1UBD1:Q603F1,1,81.15,0.8115,6.08e-08,1429.5
G1UBD1:Q607G3,1,95.95,0.9595,1.663e-25,1854.5
G3F7G9:G3F7G9,1,97.05000000000001,0.9704999999999999,2.357e-55,2438.0
G3G8R3:G3G955,0,0.0,0.0,0.0,0.0
G3G8X8:G3G955,0,0.0,0.0,0.0,0.0
G3G955:G3G955,1,95.65,0.9564999999999999,4.906e-21,857.5
G3N2W1:Q1JQ97,0,0.0,0.0,0.0,0.0
G3V6W6:P60901,1,98.9,0.989,4.043500000000118e-40,1885.0
G3V6W6:Q4V8E2,1,97.44999999999999,0.9744999999999999,1.9905e-34,1761.5
G3XCX5:G3XD92,1,100.0,1.0,3.347e-20,1259.0
G3XD39:Q9I5S9,1,16.35,0.1635,3.7260000000000446e-05,541.0
G3XD42:G3XD92,1,100.0,1.0,1.1375003347e-13,693.0
G3XD65:Q9I5S9,1,13.4,0.134,0.00014704764999999998,298.5
G3XD82:Q9I5S9,1,100.0,1.0,2.4188949999999998e-22,973.0
G4XDR8:G4XDR8,1,98.55,0.9855,5.97755e-53,2298.0
G5E814:P03921,1,68.1,0.681,7.06e-13,1805.5
G5EBF3:G5EET8,1,96.5,0.965,1.0953499999999999e-16,815.5
G6FMD2:G6FMD3,0,0.0,0.0,0.0,0.0
G6FMD2:G6FME9,0,0.0,0.0,0.0,0.0
G6FMD3:G6FME9,1,98.1,0.981,8.05e-19,2560.5
G6FME9:G6FW99,1,98.1,0.981,1.7655e-20,2616.0
G6FQU3:G6FW50,1,90.80000000000001,0.9079999999999999,2.494522085e-09,471.0
G8H8D9:H9E925,1,39.3,0.393,9.8355e-07,358.5
G8H8D9:Q1T724,1,88.5,0.885,4.093000009685e-19,1016.5
G9I239:G9I239,1,36.5,0.365,7.445999999999999e-08,358.0
G9I239:G9I240,0,0.0,0.0,0.0,0.0
G9I240:G9I257,0,0.0,0.0,0.0,0.0
G9I257:G9I257,0,0.0,0.0,0.0,0.0
H1KXL5:H1KXL5,1,65.5,0.655,1.3516899999999999e-37,2032.5
H1KXL5:H1KXL6,1,70.75,0.7075,3.8765e-15,1619.5
H1KXL5:H1KXL9,1,86.30000000000001,0.863,4.9905e-27,2144.0
H1KXL6:H1KXL9,1,62.7,0.627,3.8765852999999994e-15,845.0
H1KXL9:H1KXL9,0,0.0,0.0,0.0,0.0
H2L2L6:H2L2L6,1,97.95,0.9795,2.05025e-27,1134.5
H3ZMH3:H3ZMH3,1,33.599999999999994,0.33599999999999997,2.8755e-19,784.5
H6QM95:H6QM95,1,88.25,0.8825000000000001,1.6595e-25,1206.5
H7C6E5:H7C6E5,1,96.7,0.967,7.5136e-22,913.0
H7C6E5:P43221,0,0.0,0.0,0.0,0.0
H8PGG3:K0J903,1,96.8,0.968,7.5175e-23,1195.5
H8PGG3:Q85JD5,0,0.0,0.0,0.0,0.0
H9E925:Q1T724,1,36.75,0.36750000000000005,3.4772499999999997e-07,414.5
H9PGF0:O75306,1,87.25,0.8725,9.64e-31,2049.0
I1T312:I1T315,1,97.8,0.978,1.15585e-24,1050.0
I1T312:I1T318,1,99.0,0.99,1.4667800000000001e-22,1022.5
I1T315:I1T318,1,98.8,0.988,1.4587785e-22,1073.5
I2FL84:I2G9G1,1,100.0,1.0,7.78367e-31,1415.0
I3LCH3:I3LGP4,1,98.15,0.9815,1.068e-43,4483.5
I3LDC3:O79881,1,90.75,0.9075,3.169e-15,1597.5
I3LGM4:O79875,1,100.0,1.0,5.13e-14,1405.0
I3LGP4:I3LN51,1,99.95,0.9995,1.3885e-05,3668.0
I3LGP4:P60899,1,99.95,0.9995,3.003e-17,3910.0
I3LK43:O79874,1,100.0,1.0,8.755000002657e-26,1438.5
I3VE74:I3VE77,1,100.0,1.0,2.8345e-22,2306.5
I3VE77:I3VE77,1,99.8,0.998,9.667000000000001e-72,3731.0
I3ZN84:P43629,1,98.55000000000001,0.9855,3.2605878e-43,2074.0
I3ZN84:P61769,1,93.85,0.9385,2.1655e-15,1355.0
I6L958:P01869,1,98.55,0.9855,3.874e-10,1025.5
I6TXN1:I6TXN5,1,100.0,1.0,3.14850008115e-14,814.5
I6TXN5:I6UQL1,1,100.0,1.0,5.421485e-12,646.0
I6TXN5:I6UQL5,1,100.0,1.0,3.1485e-14,1854.0
I6TXN5:I6UZT7,1,100.0,1.0,2.4135031485000002e-08,567.5
I6TXN5:I6UZU1,1,100.0,1.0,1.4189850000000001e-12,649.5
I6TXN5:I6V287,1,100.0,1.0,4.6581485e-11,571.5
I6UQL5:I6UZU1,1,100.0,1.0,1.3875e-12,1765.5
I6UQL5:I6V287,1,100.0,1.0,4.655e-11,1687.5
I6UZU1:I6V287,1,100.0,1.0,4.7937499999999996e-11,483.0
I6X486:Q79FE1,0,0.0,0.0,0.0,0.0
I7FL16:I7FL16,1,98.9,0.989,2.3295e-25,1008.5
I7FL16:I7FT00,1,100.0,1.0,3.06150000009165e-15,800.0
I7FPH1:I7GD61,1,100.0,1.0,2.4245e-30,1767.5
I7LSX6:I7M8Q3,0,0.0,0.0,0.0,0.0
I7LSX6:I7MCQ6,0,0.0,0.0,0.0,0.0
I7LSX6:I7MCZ0,0,0.0,0.0,0.0,0.0
I7LT48:I7LWM6,0,0.0,0.0,0.0,0.0
I7LTP6:I7LVZ3,1,99.05,0.9904999999999999,9.68e-38,2468.0
I7LTP6:Q23CT9,1,99.05,0.9904999999999999,3.7345e-44,2591.5
I7LU83:Q22W36,1,98.25,0.9824999999999999,2.1265000012125e-24,1193.0
I7LVD3:Q23CT9,1,100.0,1.0,2.703e-25,1435.5
I7LVD3:W7WYR3,0,0.0,0.0,0.0,0.0
I7LVK6:I7M0G0,0,0.0,0.0,0.0,0.0
I7LVK6:I7MCQ6,0,0.0,0.0,0.0,0.0
I7LVQ8:I7M8Q3,1,100.0,1.0,1.6925e-29,1965.5
I7LVZ3:Q23CT9,1,100.0,1.0,9.680003734500001e-38,1604.5
I7LW04:Q22RT0,0,0.0,0.0,0.0,0.0
I7LW04:Q23UD3,0,0.0,0.0,0.0,0.0
I7LWM6:I7MKV5,1,98.55,0.9855,3.2180033335000005e-29,1237.0
I7LZE5:I7M0G0,0,0.0,0.0,0.0,0.0
I7LZV1:Q22Z05,1,54.6,0.546,1.494e-19,1879.0
I7LZV1:Q24HY8,1,100.0,1.0,1.546000044815e-79,3412.5
I7LZW2:I7M0G0,0,0.0,0.0,0.0,0.0
I7LZW2:I7M980,0,0.0,0.0,0.0,0.0
I7LZW2:I7MCQ6,0,0.0,0.0,0.0,0.0
I7LZW2:Q239R1,0,0.0,0.0,0.0,0.0
I7M068:Q23CT9,1,100.0,1.0,4.4115e-25,1367.0
I7M0G0:I7M0G0,0,0.0,0.0,0.0,0.0
I7M0G0:I7M980,0,0.0,0.0,0.0,0.0
I7M0G0:I7MCQ6,0,0.0,0.0,0.0,0.0
I7M0G0:I7MCZ0,0,0.0,0.0,0.0,0.0
I7M0G0:Q228N4,0,0.0,0.0,0.0,0.0
I7M0G0:Q24HK1,0,0.0,0.0,0.0,0.0
I7M0G0:Q24I07,0,0.0,0.0,0.0,0.0
I7M0P0:I7MHS2,0,0.0,0.0,0.0,0.0
I7M0P0:Q23K82,0,0.0,0.0,0.0,0.0
I7M0P0:Q23YQ0,0,0.0,0.0,0.0,0.0
I7M2I9:Q23CT9,1,100.0,1.0,9.58e-27,1402.0
I7M3F6:Q22P47,1,99.45,0.9944999999999999,1.8605e-44,3708.5
I7M3V9:Q22W36,1,96.85,0.9684999999999999,2.12650001089e-24,1408.5
I7M4A2:Q22RT0,1,92.25,0.9225,1.44950018365e-57,2765.5
I7M4A2:Q23DN6,1,91.75,0.9175,3.836e-37,2087.0
I7M4A2:Q23K82,1,93.75,0.9375,1.580000000000145e-44,2281.5
I7M4A2:Q23YQ0,1,76.65,0.7665,6.1e-29,1984.5
I7M4A2:Q24G80,0,0.0,0.0,0.0,0.0
I7M4M7:Q22RT0,1,98.5,0.985,1.312e-43,2333.0
I7M4M7:Q23YQ0,1,82.9,0.829,6.100000000000013e-29,1552.0
I7M6C7:Q22WF3,1,98.3,0.983,4.616e-20,874.0
I7M7B9:I7MJ84,0,0.0,0.0,0.0,0.0
I7M7C0:Q24HY8,0,0.0,0.0,0.0,0.0
I7M803:I7MF78,1,100.0,1.0,3.336e-13,996.0
I7M8Q3:Q22DV8,1,100.0,1.0,2.5825e-12,854.5
I7MAF1:I7MGP2,1,100.0,1.0,2.3355e-21,1308.0
I7MCQ6:I7MCQ6,0,0.0,0.0,0.0,0.0
I7MCQ6:Q228N4,0,0.0,0.0,0.0,0.0
I7MCQ6:Q24I07,0,0.0,0.0,0.0,0.0
I7MCZ0:Q239R1,0,0.0,0.0,0.0,0.0
I7MF78:I7MGP2,1,100.0,1.0,1.5310000412900002e-39,1641.0
I7MF78:I7MKV5,1,98.55,0.9855,3.2180000001531005e-29,1282.5
I7MG40:Q22EY1,1,99.6,0.996,8.33011545e-14,637.5
I7MG40:Q22W36,1,98.25,0.9824999999999999,8.33000000021265e-14,770.0
I7MG40:Q24C34,1,100.0,1.0,8.330000000604499e-14,752.0
I7MGP2:Q22HE3,1,100.0,1.0,6.41e-18,1242.0
I7MGP2:Q22W36,1,98.25,0.9824999999999999,2.1265e-24,1419.5
I7MGP2:Q23ZH7,1,100.0,1.0,3.3965e-15,1177.5
I7MHS2:Q22WF3,1,100.0,1.0,3.7401807500000004e-20,883.0
I7MJ84:I7MJ84,0,0.0,0.0,0.0,0.0
I7MJ84:I7MLU7,0,0.0,0.0,0.0,0.0
I7MJ84:I7MMI7,1,100.0,1.0,1.1523704999999999e-26,1206.0
I7MJ84:Q239R1,0,0.0,0.0,0.0,0.0
I7MJ84:Q24HY8,1,100.0,1.0,3.8705e-29,2421.5
I7MMW3:Q22Z05,0,0.0,0.0,0.0,0.0
I7MMW3:Q22ZH1,0,0.0,0.0,0.0,0.0
K5ZWV5:K5ZWV5,1,97.85,0.9784999999999999,0.0,5646.0
K7GLT8:P80021,1,100.0,1.0,1.42100002606e-74,3277.0
K7GR43:O79874,1,99.05,0.9904999999999999,6.475e-08,1069.0
K7GSE5:O79881,1,100.0,1.0,1.634e-20,1683.5
K7GSE5:Q2EN80,1,84.8,0.8480000000000001,6.8250000039634994e-12,622.5
K7N5M3:K7N5M4,1,97.65,0.9764999999999999,6.540000000000026e-24,1425.0
K7N5N2:P01850,1,94.95,0.9495,1.960000145e-17,953.5
K9US75:P0C6Z5,0,0.0,0.0,0.0,0.0
K9YFK1:K9YHS7,1,100.0,1.0,1.7054e-15,654.5
L7N695:P9WI43,1,99.05,0.9904999999999999,1.906500000006965e-06,570.5
M1VFJ4:Q85FY7,0,0.0,0.0,0.0,0.0
M1VKK5:Q85FP8,1,100.0,1.0,1.108016615e-16,864.0
M2XAQ9:M2XAQ9,1,62.05,0.6205,3.1755e-52,2093.0
M9PV03:M9PW10,1,100.0,1.0,4.278e-29,2086.0
M9PW10:M9PW10,1,39.35,0.3935,2.7945e-42,1897.5
M9QSI0:M9QSI0,1,99.4,0.994,2.9919e-85,3619.5
N9S5K0:N9S5K0,1,73.65,0.7364999999999999,1.11225e-23,1007.0
O00206:O00206,1,56.85,0.5685,2.97795e-45,2488.0
O00206:Q9Y6Y9,1,86.05000000000001,0.8605,7.631e-20,1060.5
O00217:O75251,1,100.0,1.0,9.816445e-28,1089.5
O00217:O75306,1,100.0,1.0,4.1445e-30,1797.0
O00217:O75380,1,100.0,1.0,3.0015000000000043e-15,844.0
O00217:Q9UI09,1,100.0,1.0,5.03000000041445e-20,930.0
O00231:P25787,1,68.85,0.6885,4.8255e-25,1623.0
O00231:Q15008,1,100.0,1.0,6.846e-39,2168.0
O00232:P62333,1,100.0,1.0,1.2305e-36,2123.5
O00232:Q9UNM6,1,100.0,1.0,6.900012305e-31,1869.0
O00300:O14788,1,65.65,0.6565,8.240000000001564e-12,844.0
O00303:P60228,1,100.0,1.0,1.80200034725e-42,2139.5
O00303:Q7L2H7,1,100.0,1.0,1.8985000000000002e-13,967.0
O00303:Q99613,1,100.0,1.0,1.802e-42,2676.0
O00303:Q9Y262,1,98.6,0.986,2.6260000000006373e-24,1413.0
O00411:Q9H5Q4,1,90.25,0.9025000000000001,1.402e-43,3607.0
O00451:P07949,1,91.0,0.9099999999999999,2.176e-32,2566.5
O00451:Q99748,1,96.1,0.9610000000000001,5.73e-14,1138.0
O00482:P35222,1,94.35,0.9435,5.625e-23,2221.5
O00483:P00395,1,100.0,1.0,4.469e-08,1806.0
O00487:P48556,1,98.6,0.986,1.0365e-25,1423.0
O00487:P62195,1,98.25,0.9824999999999999,5.8400000000002126e-43,1989.0
O00487:P62333,1,97.44999999999999,0.9744999999999999,1.9905e-34,1764.0
O00487:Q9UNM6,1,98.95,0.9895,3.778000000584e-33,1746.5
O00506:Q9Y376,1,94.55000000000001,0.9455,3.754501962e-33,1857.5
O00629:O00629,1,51.5,0.515,1.2895e-10,708.5
O00629:P18754,1,15.55,0.1555,1.5565036075e-06,560.5
O03042:O03042,1,94.1,0.941,8.8655e-73,3167.5
O03042:P10796,1,100.0,1.0,8.03e-21,2144.5
O04385:O04385,1,98.85,0.9884999999999999,8.8895e-60,2513.0
O05207:O05207,1,99.3,0.993,4.4552e-75,3315.0
O05207:O05208,1,95.45,0.9545,9.325e-42,2585.5
O05208:O05208,1,30.5,0.305,4.9415e-20,969.5
O06662:O06663,1,100.0,1.0,3.7020000000014577e-09,618.0
O07347:O07347,1,65.55,0.6555,2.6375e-16,1309.0
O07347:P83749,1,71.2,0.712,2.3535000000367252e-25,1477.0
O09061:Q9Z2U1,1,99.1,0.991,1.49611e-37,1573.0
O09111:Q9DCS9,1,85.25,0.8525,1.3595002455e-12,624.5
O13516:P0CX31,1,100.0,1.0,1.0380000009295e-14,811.0
O13615:O94316,1,100.0,1.0,1.2715e-45,4230.0
O13615:P78794,0,0.0,0.0,0.0,0.0
O13615:Q09882,1,97.85,0.9784999999999999,2.4465e-26,1592.0
O13828:Q9P805,1,98.7,0.987,1.8830000000000002e-20,1229.5
O13877:P37382,1,65.4,0.654,2.7455e-06,753.5
O13877:Q02061,1,73.7,0.737,1.4865e-08,3470.5
O13964:O60104,1,77.0,0.77,2.49000000031195e-05,425.5
O14010:P87306,1,94.6,0.946,1.353e-14,1391.5
O14011:P39964,1,68.0,0.6799999999999999,8.35000000894e-14,842.0
O14011:Q9USV3,1,37.7,0.377,3.3939900000000003e-05,304.5
O14036:O42661,1,98.95,0.9895,9.241e-14,614.0
O14036:O59734,1,98.25,0.9824999999999999,1.7220909999999998e-11,587.5
O14241:P32390,1,96.7,0.9670000000000001,2.7245e-45,2337.0
O14417:O59767,1,97.3,0.973,3.1840009890000003e-25,1256.0
O14417:P78972,1,94.8,0.948,9.89e-32,1919.5
O14455:P05748,1,98.95,0.9895,2.484e-11,856.0
O14459:O74825,1,100.0,1.0,5.860000000000956e-13,903.0
O14508:Q15370,1,96.0,0.96,1.8100000094250002e-17,847.5
O14561:Q9Y6M9,1,100.0,1.0,1.37750000026695e-11,673.5
O14818:P25789,1,99.75,0.9975,1.582215e-36,1495.0
O14818:P28062,1,96.05,0.9605,4.3655004181000005e-33,1487.0
O14818:P28066,1,98.45,0.9844999999999999,2.854e-39,1597.0
O14818:P28074,1,98.55,0.9855,1.008000006105e-34,1576.0
O14818:P35998,1,99.05,0.9904999999999999,2.504e-41,2006.0
O14818:P49721,1,99.45,0.9944999999999999,6.8700025895e-34,1487.0
O14818:P62191,1,98.9,0.989,2.749000000965e-40,1806.0
O14893:P62304,1,92.15,0.9215,2.48600000000674e-12,912.0
O14893:P62306,1,58.25,0.5825,3.907e-05,765.0
O14893:P62314,1,56.400000000000006,0.5640000000000001,0.000125,740.0
O14893:P62316,1,88.35,0.8835,1.1330000007885e-13,898.5
O14949:P08574,1,100.0,1.0,3.0395e-11,991.5
O14949:P14927,1,100.0,1.0,3.040323e-11,497.0
O14957:Q9UDW1,1,86.1,0.861,9.4845e-06,238.5
O14977:O14977,1,87.75,0.8775,6.8395e-63,2550.5
O14977:P54368,1,95.85,0.9585,2.9935e-12,1535.0
O14980:O95149,1,95.0,0.95,1.3285e-43,3943.0
O14980:P62826,1,98.55000000000001,0.9855,6.005e-31,3563.0
O15212:P50991,1,69.1,0.6910000000000001,3.408e-11,1112.0
O15212:Q99471,1,100.0,1.0,8.47500883e-12,593.5
O15212:Q9NQP4,1,100.0,1.0,1.2209e-11,495.0
O15239:P51970,1,87.15,0.8714999999999999,9.94585e-07,345.5
O15371:P42677,0,0.0,0.0,0.0,0.0
O15371:P46782,1,99.85,0.9984999999999999,7.145e-26,1875.0
O15371:P60228,1,99.85,0.9984999999999999,1.7005e-31,2121.5
O15371:P62857,0,0.0,0.0,0.0,0.0
O15372:Q14152,1,100.0,1.0,1.2385e-51,2735.5
O15372:Q99613,1,100.0,1.0,1.2385e-51,2852.0
O15372:Q9Y262,1,98.3,0.983,2.986000000006055e-24,1395.5
O15498:P53611,0,0.0,0.0,0.0,0.0
O15498:Q7Z6K3,1,92.9,0.929,2.6136349999999998e-28,1435.0
O15514:P62487,1,98.8,0.988,7.230000004906001e-14,869.0
O15533:P04439,1,93.9,0.9390000000000001,2.3920000000027552e-35,1888.0
O15533:P30101,1,95.35,0.9535,1.9445e-39,2590.0
O15541:Q15393,1,93.75,0.9375,4.7675e-26,4666.0
O15541:Q6UX04,1,94.8,0.948,4.7675001547500003e-26,1163.0
O16797:Q9VNE9,1,70.9,0.7090000000000001,1.3005e-14,1185.5
O16810:Q24168,1,98.5,0.985,2.6145e-26,1780.0
O16810:Q24169,1,93.4,0.9339999999999999,1.533000000000315e-48,2470.0
O16810:Q9W102,1,98.45,0.9844999999999999,4.706003149e-55,2672.0
O17445:P41126,1,100.0,1.0,6.845587e-30,1201.5
O17445:P46223,1,100.0,1.0,5.9986e-34,1342.5
O17445:P49630,1,68.2,0.6819999999999999,1.0675e-09,786.5
O17445:Q9W499,1,70.75,0.7075,1.397e-11,834.5
O18640:Q9W237,1,100.0,1.0,2.128e-18,1416.0
O19069:P53590,1,99.1,0.991,1.3935000000000157e-51,2438.0
O19244:O19244,1,76.05,0.7605,4.3652999999999994e-40,1782.5
O19244:Q07717,1,94.35,0.9435,2.5815e-17,1283.5
O19707:P01909,1,95.55,0.9555,1.019006665e-27,1331.5
O19707:Q5Y7C3,1,99.7,0.997,5.6816649999999996e-30,1367.5
O19895:O19928,1,100.0,1.0,5.815e-44,2755.5
O19895:Q76FB0,1,100.0,1.0,2.98e-19,1540.0
